Latency (s)
42.78677201271057
26.40496802330017
29.293294429779053
35.137675285339355
30.600118398666382
38.51832604408264
31.730233907699585
28.691643953323364
24.81725549697876
26.467510223388672
29.0865638256073
25.29005718231201
24.370586156845093
21.812349557876587
25.009478330612183
27.76779079437256
28.71143627166748
26.134079217910767
30.3142147064209
25.888940811157227
27.55436062812805
2.6812641620635986
2.648181200027466
2.6634933948516846
2.5509979724884033
2.5661447048187256
2.557654857635498
2.665210247039795
2.5591022968292236
2.570500135421753
2.58573842048645
2.5664751529693604
2.60941219329834
2.5605363845825195
2.5071914196014404
2.612644910812378
2.660660982131958
2.567164421081543
2.6559903621673584
2.557579517364502
2.5679874420166016
2.5367536544799805
2.576343297958374
2.5596532821655273
2.567974090576172
2.5335865020751953
2.5832207202911377
2.659226655960083
2.6600351333618164
2.6604301929473877
